paymentMethodID,buyerAccountID,paymentMethodType,paymentMethodKey,paymentMethodDescription,createdBy,createdDate,modifiedBy,modifiedDate
279,279,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 16:22:24",NULL,"2021-06-14 16:22:24"
281,281,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 16:25:46",NULL,"2021-06-14 16:25:46"
282,282,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 16:25:47",NULL,"2021-06-14 16:25:47"
284,284,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:02:54",NULL,"2021-06-14 18:02:54"
285,285,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:02:55",NULL,"2021-06-14 18:02:55"
287,287,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:03:38",NULL,"2021-06-14 18:03:38"
288,288,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:03:39",NULL,"2021-06-14 18:03:39"
290,290,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:04:32",NULL,"2021-06-14 18:04:32"
291,291,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:04:33",NULL,"2021-06-14 18:04:33"
293,293,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:05:38",NULL,"2021-06-14 18:05:38"
294,294,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:05:39",NULL,"2021-06-14 18:05:39"
296,296,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:07:08",NULL,"2021-06-14 18:07:08"
297,297,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:07:09",NULL,"2021-06-14 18:07:09"
299,299,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:09:17",NULL,"2021-06-14 18:09:17"
300,300,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:09:18",NULL,"2021-06-14 18:09:18"
302,302,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:12:42",NULL,"2021-06-14 18:12:42"
303,303,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:12:43",NULL,"2021-06-14 18:12:43"
305,305,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:44:14",NULL,"2021-06-14 18:44:14"
306,306,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:44:17",NULL,"2021-06-14 18:44:17"
308,308,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:46:07",NULL,"2021-06-14 18:46:07"
309,309,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:46:08",NULL,"2021-06-14 18:46:08"
311,311,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:47:17",NULL,"2021-06-14 18:47:17"
312,312,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:47:18",NULL,"2021-06-14 18:47:18"
314,314,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:48:24",NULL,"2021-06-14 18:48:24"
315,315,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:48:25",NULL,"2021-06-14 18:48:25"
317,317,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:49:45",NULL,"2021-06-14 18:49:45"
318,318,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:49:46",NULL,"2021-06-14 18:49:46"
320,320,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:51:54",NULL,"2021-06-14 18:51:54"
321,321,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:51:55",NULL,"2021-06-14 18:51:55"
323,323,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:55:17",NULL,"2021-06-14 18:55:17"
324,324,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 18:55:18",NULL,"2021-06-14 18:55:18"
326,326,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:21:51",NULL,"2021-06-14 19:21:51"
327,327,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:21:52",NULL,"2021-06-14 19:21:52"
329,329,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:22:31",NULL,"2021-06-14 19:22:31"
330,330,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:22:32",NULL,"2021-06-14 19:22:32"
332,332,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:23:24",NULL,"2021-06-14 19:23:24"
333,333,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:23:25",NULL,"2021-06-14 19:23:25"
335,335,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:24:32",NULL,"2021-06-14 19:24:32"
336,336,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:24:33",NULL,"2021-06-14 19:24:33"
338,338,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:25:54",NULL,"2021-06-14 19:25:54"
339,339,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:25:55",NULL,"2021-06-14 19:25:55"
341,341,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:27:57",NULL,"2021-06-14 19:27:57"
342,342,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:27:58",NULL,"2021-06-14 19:27:58"
344,344,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:31:21",NULL,"2021-06-14 19:31:21"
345,345,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 19:31:22",NULL,"2021-06-14 19:31:22"
347,347,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:35:26",NULL,"2021-06-14 20:35:26"
348,348,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:35:27",NULL,"2021-06-14 20:35:27"
350,350,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:41:04",NULL,"2021-06-14 20:41:04"
351,351,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:41:05",NULL,"2021-06-14 20:41:05"
353,353,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:41:44",NULL,"2021-06-14 20:41:44"
354,354,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:41:45",NULL,"2021-06-14 20:41:45"
356,356,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:42:38",NULL,"2021-06-14 20:42:38"
357,357,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:42:39",NULL,"2021-06-14 20:42:39"
359,359,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:59:01",NULL,"2021-06-14 20:59:01"
360,360,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:59:02",NULL,"2021-06-14 20:59:02"
362,362,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:59:40",NULL,"2021-06-14 20:59:40"
363,363,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 20:59:41",NULL,"2021-06-14 20:59:41"
365,365,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 21:00:44",NULL,"2021-06-14 21:00:44"
366,366,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 21:00:45",NULL,"2021-06-14 21:00:45"
368,368,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 21:01:10",NULL,"2021-06-14 21:01:10"
369,369,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 21:01:10",NULL,"2021-06-14 21:01:10"
371,371,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 21:01:49",NULL,"2021-06-14 21:01:49"
372,372,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 21:01:50",NULL,"2021-06-14 21:01:50"
374,374,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 21:02:40",NULL,"2021-06-14 21:02:40"
375,375,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-14 21:02:41",NULL,"2021-06-14 21:02:41"
377,377,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:00:31",NULL,"2021-06-15 12:00:31"
378,378,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:00:32",NULL,"2021-06-15 12:00:32"
380,380,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:01:13",NULL,"2021-06-15 12:01:13"
381,381,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:01:14",NULL,"2021-06-15 12:01:14"
383,383,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:02:02",NULL,"2021-06-15 12:02:02"
384,384,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:02:03",NULL,"2021-06-15 12:02:03"
386,386,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:03:23",NULL,"2021-06-15 12:03:23"
387,387,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:03:23",NULL,"2021-06-15 12:03:23"
389,389,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:04:43",NULL,"2021-06-15 12:04:43"
390,390,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:04:44",NULL,"2021-06-15 12:04:44"
392,392,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:07:23",NULL,"2021-06-15 12:07:23"
393,393,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 12:07:24",NULL,"2021-06-15 12:07:24"
395,395,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 15:40:49",NULL,"2021-06-15 15:40:49"
396,396,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-15 15:40:50",NULL,"2021-06-15 15:40:50"
398,398,CC,AbcDef123Ghi456jkl5234,********5574,NULL,"2021-06-15 18:53:34",NULL,"2021-06-15 18:53:34"
399,399,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 12:00:38",NULL,"2021-06-16 12:00:38"
400,400,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 12:00:38",NULL,"2021-06-16 12:00:38"
407,407,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 13:39:23",NULL,"2021-06-16 13:39:23"
409,409,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 13:46:01",NULL,"2021-06-16 13:46:01"
410,410,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-16 13:46:03",NULL,"2021-06-16 13:46:03"
411,411,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 14:20:10",NULL,"2021-06-16 14:20:10"
412,412,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 14:26:49",NULL,"2021-06-16 14:26:49"
413,413,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-16 14:26:52",NULL,"2021-06-16 14:26:52"
414,414,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 14:31:06",NULL,"2021-06-16 14:31:06"
415,415,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-16 14:31:07",NULL,"2021-06-16 14:31:07"
416,416,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:45:10",NULL,"2021-06-16 14:45:10"
417,417,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:45:12",NULL,"2021-06-16 14:45:12"
418,418,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 14:57:52",NULL,"2021-06-16 14:57:52"
419,419,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-16 14:57:52",NULL,"2021-06-16 14:57:52"
420,420,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:57:53",NULL,"2021-06-16 14:57:53"
421,421,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:57:54",NULL,"2021-06-16 14:57:54"
423,423,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:57:55",NULL,"2021-06-16 14:57:55"
424,424,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:57:56",NULL,"2021-06-16 14:57:56"
425,425,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 14:58:34",NULL,"2021-06-16 14:58:34"
426,426,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-16 14:58:34",NULL,"2021-06-16 14:58:34"
427,427,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:58:35",NULL,"2021-06-16 14:58:35"
428,428,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:58:36",NULL,"2021-06-16 14:58:36"
430,430,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:58:38",NULL,"2021-06-16 14:58:38"
431,431,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:58:38",NULL,"2021-06-16 14:58:38"
432,432,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 14:59:26",NULL,"2021-06-16 14:59:26"
433,433,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-16 14:59:26",NULL,"2021-06-16 14:59:26"
434,434,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:59:27",NULL,"2021-06-16 14:59:27"
435,435,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:59:28",NULL,"2021-06-16 14:59:28"
437,437,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:59:30",NULL,"2021-06-16 14:59:30"
438,438,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 14:59:30",NULL,"2021-06-16 14:59:30"
439,439,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-16 15:06:27",NULL,"2021-06-16 15:06:27"
440,440,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-16 15:06:27",NULL,"2021-06-16 15:06:27"
441,441,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 15:06:28",NULL,"2021-06-16 15:06:28"
442,442,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 15:06:29",NULL,"2021-06-16 15:06:29"
444,444,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 15:06:31",NULL,"2021-06-16 15:06:31"
445,445,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-16 15:06:31",NULL,"2021-06-16 15:06:31"
446,446,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-17 12:00:36",NULL,"2021-06-17 12:00:36"
447,447,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-17 12:00:36",NULL,"2021-06-17 12:00:36"
448,448,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-17 12:00:37",NULL,"2021-06-17 12:00:37"
449,449,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-17 12:00:38",NULL,"2021-06-17 12:00:38"
451,451,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-17 12:00:39",NULL,"2021-06-17 12:00:39"
452,452,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-17 12:00:39",NULL,"2021-06-17 12:00:39"
453,453,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-18 12:00:36",NULL,"2021-06-18 12:00:36"
454,454,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-18 12:00:36",NULL,"2021-06-18 12:00:36"
455,455,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-18 12:00:37",NULL,"2021-06-18 12:00:37"
456,456,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-18 12:00:37",NULL,"2021-06-18 12:00:37"
458,458,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-18 12:00:39",NULL,"2021-06-18 12:00:39"
459,459,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-18 12:00:39",NULL,"2021-06-18 12:00:39"
460,460,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-18 15:53:00",NULL,"2021-06-18 15:53:00"
461,461,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-18 15:53:01",NULL,"2021-06-18 15:53:01"
462,462,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-18 15:53:01",NULL,"2021-06-18 15:53:01"
463,463,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-18 15:53:02",NULL,"2021-06-18 15:53:02"
465,465,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-18 15:53:04",NULL,"2021-06-18 15:53:04"
466,466,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-18 15:53:04",NULL,"2021-06-18 15:53:04"
467,467,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-19 12:00:38",NULL,"2021-06-19 12:00:38"
468,468,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-19 12:00:38",NULL,"2021-06-19 12:00:38"
469,469,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-19 12:00:39",NULL,"2021-06-19 12:00:39"
470,470,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-19 12:00:40",NULL,"2021-06-19 12:00:40"
472,472,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-19 12:00:42",NULL,"2021-06-19 12:00:42"
473,473,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-19 12:00:42",NULL,"2021-06-19 12:00:42"
474,474,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-20 02:02:11",NULL,"2021-06-20 02:02:11"
475,475,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-20 02:02:12",NULL,"2021-06-20 02:02:12"
476,476,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-20 02:02:12",NULL,"2021-06-20 02:02:12"
477,477,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-20 02:02:13",NULL,"2021-06-20 02:02:13"
479,479,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-20 02:02:15",NULL,"2021-06-20 02:02:15"
480,480,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-20 02:02:15",NULL,"2021-06-20 02:02:15"
481,481,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-20 12:00:33",NULL,"2021-06-20 12:00:33"
482,482,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-20 12:00:34",NULL,"2021-06-20 12:00:34"
483,483,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-20 12:00:34",NULL,"2021-06-20 12:00:34"
484,484,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-20 12:00:35",NULL,"2021-06-20 12:00:35"
486,486,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-20 12:00:37",NULL,"2021-06-20 12:00:37"
487,487,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-20 12:00:37",NULL,"2021-06-20 12:00:37"
488,488,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-21 12:00:35",NULL,"2021-06-21 12:00:35"
489,489,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-21 12:00:35",NULL,"2021-06-21 12:00:35"
490,490,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-21 12:00:36",NULL,"2021-06-21 12:00:36"
491,491,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-21 12:00:37",NULL,"2021-06-21 12:00:37"
493,493,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-21 12:00:39",NULL,"2021-06-21 12:00:39"
494,494,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-21 12:00:39",NULL,"2021-06-21 12:00:39"
495,495,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-22 12:00:34",NULL,"2021-06-22 12:00:34"
496,496,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-22 12:00:34",NULL,"2021-06-22 12:00:34"
497,497,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-22 12:00:35",NULL,"2021-06-22 12:00:35"
498,498,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-22 12:00:36",NULL,"2021-06-22 12:00:36"
500,500,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-22 12:00:38",NULL,"2021-06-22 12:00:38"
501,501,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-22 12:00:38",NULL,"2021-06-22 12:00:38"
502,502,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-23 12:00:32",NULL,"2021-06-23 12:00:32"
503,503,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-23 12:00:33",NULL,"2021-06-23 12:00:33"
504,504,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-23 12:00:34",NULL,"2021-06-23 12:00:34"
505,505,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-23 12:00:35",NULL,"2021-06-23 12:00:35"
507,507,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-23 12:00:36",NULL,"2021-06-23 12:00:36"
508,508,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-23 12:00:37",NULL,"2021-06-23 12:00:37"
513,513,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-24 11:58:37",NULL,"2021-06-24 11:58:37"
514,514,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-24 11:58:41",NULL,"2021-06-24 11:58:41"
515,515,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-24 12:00:34",NULL,"2021-06-24 12:00:34"
516,516,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-24 12:00:34",NULL,"2021-06-24 12:00:34"
517,517,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 12:00:35",NULL,"2021-06-24 12:00:35"
518,518,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 12:00:36",NULL,"2021-06-24 12:00:36"
520,520,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 12:00:38",NULL,"2021-06-24 12:00:38"
521,521,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 12:00:39",NULL,"2021-06-24 12:00:39"
524,524,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-24 12:19:23",NULL,"2021-06-24 12:19:23"
525,525,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-24 15:39:08",NULL,"2021-06-24 15:39:08"
526,526,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-24 15:51:38",NULL,"2021-06-24 15:51:38"
527,527,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-24 15:53:33",NULL,"2021-06-24 15:53:33"
528,528,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-24 15:56:25",NULL,"2021-06-24 15:56:25"
529,529,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-24 16:02:57",NULL,"2021-06-24 16:02:57"
530,530,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-24 16:06:08",NULL,"2021-06-24 16:06:08"
531,531,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-24 16:06:12",NULL,"2021-06-24 16:06:12"
532,532,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-24 16:06:14",NULL,"2021-06-24 16:06:14"
533,533,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 16:06:16",NULL,"2021-06-24 16:06:16"
534,534,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 16:06:19",NULL,"2021-06-24 16:06:19"
536,536,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 16:06:26",NULL,"2021-06-24 16:06:26"
537,537,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 16:06:27",NULL,"2021-06-24 16:06:27"
538,538,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-24 16:12:22",NULL,"2021-06-24 16:12:22"
539,539,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-24 16:12:23",NULL,"2021-06-24 16:12:23"
540,540,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-24 16:12:23",NULL,"2021-06-24 16:12:23"
541,541,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 16:12:24",NULL,"2021-06-24 16:12:24"
542,542,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 16:12:25",NULL,"2021-06-24 16:12:25"
544,544,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 16:12:26",NULL,"2021-06-24 16:12:26"
545,545,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-24 16:12:26",NULL,"2021-06-24 16:12:26"
546,565,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-25 09:33:37",NULL,"2021-06-25 09:33:37"
547,566,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-25 09:35:42",NULL,"2021-06-25 09:35:42"
548,567,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-25 09:38:13",NULL,"2021-06-25 09:38:13"
549,568,CC,AbcDef123Ghi456jkl5299,********5590,NULL,"2021-06-25 09:38:17",NULL,"2021-06-25 09:38:17"
550,569,CC,AbcDef123Ghi456jkl5300,********5590,NULL,"2021-06-25 09:38:19",NULL,"2021-06-25 09:38:19"
551,570,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-25 09:38:21",NULL,"2021-06-25 09:38:21"
553,572,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-25 09:38:27",NULL,"2021-06-25 09:38:27"
554,573,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-25 09:38:29",NULL,"2021-06-25 09:38:29"
555,574,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-25 09:38:32",NULL,"2021-06-25 09:38:32"
556,575,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-29 13:06:18",NULL,"2021-06-29 13:06:18"
557,576,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-29 13:13:18",NULL,"2021-06-29 13:13:18"
558,577,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-29 13:14:59",NULL,"2021-06-29 13:14:59"
559,578,CC,AbcDef123Ghi456jkl796,********4510,NULL,"2021-06-29 14:14:27",NULL,"2021-06-29 14:14:27"
560,579,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-29 14:26:41",NULL,"2021-06-29 14:26:41"
561,580,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-29 16:23:43",NULL,"2021-06-29 16:23:43"
562,581,CC,AbcDef123Ghi456jkl5265,********5578,NULL,"2021-06-29 16:23:44",NULL,"2021-06-29 16:23:44"
